,serial_number,qc_stage,scan_num,scan_tags,analysis_tags,analysis_value
287,20UPGPQ2601102,PCB_POPULATION,001,FlexL,FlexL_2_y,-9.991225
288,20UPGPQ2601102,PCB_POPULATION,001,FlexL,FlexL_3_x,-19.8269175
289,20UPGPQ2601102,PCB_POPULATION,001,FlexL,FlexL_3_y,-18.591225
290,20UPGPQ2601102,PCB_POPULATION,001,FlexR,FlexR_0_x,19.75304
291,20UPGPQ2601102,PCB_POPULATION,001,FlexR,FlexR_0_y,-18.591225
292,20UPGPQ2601102,PCB_POPULATION,001,FlexR,FlexR_1_x,19.7574275
293,20UPGPQ2601102,PCB_POPULATION,001,FlexR,FlexR_1_y,-10.691225000000001
294,20UPGPQ2601102,PCB_POPULATION,001,FlexR,FlexR_2_x,19.7816075
295,20UPGPQ2601102,PCB_POPULATION,001,FlexR,FlexR_2_y,10.708775000000001
296,20UPGPQ2601102,PCB_POPULATION,001,FlexR,FlexR_3_x,19.793405
297,20UPGPQ2601102,PCB_POPULATION,001,FlexR,FlexR_3_y,18.728275
298,20UPGPQ2601102,PCB_POPULATION,001,FlexT,FlexT_0_x,17.993975
